,x-box,y-box,width,high ,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,letter_a
14901,4,4,6,6,3,11,8,5,1,6,8,8,8,9,0,8,0
14902,11,15,10,8,6,8,11,5,5,4,5,9,9,9,2,7,0
14903,2,1,2,2,2,8,7,6,5,7,6,7,3,8,3,6,0
14904,2,7,4,5,3,6,7,7,9,8,8,9,2,9,6,8,0
14905,4,2,5,4,4,7,7,7,7,6,6,5,2,8,3,7,0
14906,5,8,7,6,3,9,7,2,8,10,4,7,3,8,4,8,0
14907,5,10,7,8,6,7,11,3,7,7,11,8,2,12,1,8,0
14908,3,5,5,3,3,10,6,3,6,10,3,6,2,8,2,8,0
14909,3,5,3,6,3,8,6,6,4,9,6,9,2,9,4,8,0
14910,5,8,6,7,3,8,8,8,7,5,7,9,3,7,5,10,0
14911,2,3,3,2,2,8,7,6,4,9,5,8,2,8,2,8,0
14912,6,8,6,6,5,4,10,3,3,9,8,7,7,11,2,6,0
14913,4,11,6,8,5,7,7,2,8,11,6,10,3,7,5,8,0
14914,9,14,10,8,5,3,9,4,8,12,11,9,4,8,3,5,0
14915,4,8,4,6,3,6,7,9,7,7,6,7,2,8,9,10,0
14916,8,11,9,8,6,4,8,6,8,9,7,9,7,9,6,1,0
14917,4,7,4,5,3,8,7,12,1,6,9,8,8,6,0,8,0
14918,2,3,4,2,2,8,8,3,5,9,4,7,2,6,3,10,0
14919,3,5,5,4,3,7,10,4,4,12,4,3,1,10,3,8,0
14920,4,11,5,9,5,7,7,13,1,7,6,8,3,8,0,8,0
14921,4,6,5,6,6,7,8,5,5,7,6,8,6,8,6,6,0
14922,2,5,3,4,2,7,7,5,9,6,6,8,2,8,7,8,0
14923,1,1,2,1,0,2,12,4,3,11,9,6,0,8,2,7,0
14924,7,10,8,8,5,4,8,6,7,12,10,12,2,11,3,7,0
14925,3,4,3,3,3,7,7,5,5,6,5,7,3,7,4,8,0
14926,4,6,6,6,5,6,7,5,6,6,5,7,4,7,5,5,0
14927,3,7,5,5,1,5,8,5,3,9,14,8,3,10,0,8,0
14928,6,8,6,6,3,4,10,3,7,11,11,5,1,11,3,4,0
14929,3,9,4,7,4,7,6,8,5,6,4,8,3,8,3,7,0
14930,9,14,7,8,3,8,8,7,4,14,3,5,5,10,4,8,0
14931,2,6,3,4,2,7,7,0,8,13,6,8,0,8,1,8,0
14932,6,9,7,11,9,8,4,8,4,6,5,7,5,8,7,11,0
14933,6,13,5,7,4,6,8,5,5,10,6,9,3,8,8,11,0
14934,6,11,9,9,6,8,7,2,7,10,4,8,4,7,4,8,0
14935,3,5,5,4,2,6,11,2,6,14,7,4,1,10,2,7,0
14936,3,4,4,3,2,6,7,5,5,9,7,10,2,9,4,9,0
14937,4,10,6,7,2,9,4,3,2,8,1,8,3,7,3,8,1
14938,1,0,1,1,0,6,8,7,3,7,5,8,2,7,4,11,0
14939,5,11,5,6,3,6,6,3,6,11,6,11,3,7,6,8,0
14940,5,10,6,7,5,8,6,8,7,8,4,10,4,9,5,6,0
14941,3,6,5,4,2,7,9,6,7,5,10,9,3,9,1,8,0
14942,2,4,2,2,1,5,10,4,4,10,8,4,1,10,3,7,0
14943,2,4,2,6,1,11,3,10,3,13,7,13,1,6,0,8,0
14944,4,11,7,8,6,8,8,2,6,7,6,6,6,10,9,8,0
14945,3,5,5,3,2,5,9,2,4,11,8,8,5,8,0,7,0
14946,6,10,9,7,6,11,6,2,5,9,3,6,9,8,2,9,0
14947,4,9,5,7,5,7,8,5,9,7,7,8,1,8,7,8,0
14948,3,5,5,4,2,9,6,1,8,10,4,8,2,8,3,9,0
14949,4,7,5,5,4,9,6,6,5,6,8,6,8,5,2,7,0
14950,3,9,4,7,3,6,8,8,7,10,7,12,2,10,4,10,0
14951,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,0
14952,2,4,4,3,2,10,2,2,2,9,2,9,2,6,2,8,1
14953,3,6,5,4,5,7,8,2,7,7,6,8,0,8,8,8,0
14954,3,7,4,5,3,4,10,3,5,10,10,6,1,10,3,6,0
14955,8,12,8,6,5,10,3,4,7,12,3,11,3,6,7,11,0
14956,3,7,5,5,6,6,6,3,1,7,5,6,2,8,10,3,0
14957,5,7,6,5,7,8,7,5,1,7,6,8,8,8,5,10,0
14958,1,3,3,1,1,7,9,4,3,11,5,4,1,9,2,8,0
14959,3,4,3,7,2,3,7,6,10,7,6,15,0,8,7,7,0
14960,8,14,7,8,3,8,3,3,5,12,4,13,3,7,6,8,0
14961,7,15,5,8,3,10,5,6,4,13,3,7,3,8,5,10,0
14962,6,6,5,9,3,7,9,2,2,7,10,5,4,10,5,6,0
14963,2,4,3,3,2,9,6,4,5,10,4,5,2,8,2,8,0
14964,7,10,10,8,8,4,8,1,7,10,8,10,3,8,4,7,0
14965,4,5,5,4,4,4,10,3,2,9,8,7,6,11,1,7,0
14966,5,9,8,7,8,8,7,6,5,6,7,8,8,6,2,8,0
14967,6,10,6,5,3,11,3,4,3,12,5,9,2,10,2,9,0
14968,3,3,4,5,2,7,7,4,14,9,6,8,0,8,8,8,0
14969,3,7,5,5,2,7,12,3,4,6,11,9,2,10,1,8,0
14970,4,9,6,6,5,7,9,3,6,12,6,6,3,9,3,7,0
14971,5,11,4,6,2,10,6,2,5,11,4,6,2,9,4,11,0
14972,3,7,5,5,5,8,8,6,3,6,4,6,3,9,8,3,0
14973,3,5,5,6,4,8,7,4,6,6,6,7,3,9,8,9,0
14974,6,11,8,8,9,8,6,5,3,8,7,11,10,8,6,5,0
14975,2,1,2,2,1,7,7,6,5,6,6,10,2,9,4,9,0
14976,7,8,9,12,13,8,10,5,1,5,7,10,7,14,8,13,0
14977,5,10,6,7,3,5,7,10,9,7,6,5,3,8,4,8,0
14978,3,6,5,4,3,8,7,3,8,6,6,8,2,8,6,8,0
14979,9,11,7,6,4,8,7,5,5,10,3,8,6,6,6,11,0
14980,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0
14981,7,11,7,8,6,6,12,5,5,11,8,4,3,12,2,4,0
14982,5,9,5,7,2,2,11,5,4,12,12,8,2,10,1,8,0
14983,2,4,3,3,2,6,8,5,4,7,7,7,5,9,1,6,0
14984,8,10,8,8,4,2,12,5,5,13,12,6,1,11,2,5,0
14985,4,11,5,8,3,9,14,0,5,6,10,8,0,8,0,8,0
14986,3,4,4,3,2,7,8,5,6,5,9,9,5,10,1,7,0
14987,3,3,5,2,2,7,8,1,8,10,7,8,2,8,3,7,0
14988,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
14989,6,10,8,8,9,8,7,5,5,6,7,7,11,7,4,6,0
14990,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8,0
14991,5,9,8,7,5,4,10,3,3,9,9,9,6,7,2,7,0
14992,7,11,9,8,6,7,7,8,6,6,7,11,4,7,4,9,0
14993,4,10,6,8,7,8,7,4,7,6,6,6,6,8,6,10,0
14994,2,6,2,4,2,5,11,8,2,10,6,4,1,10,3,8,0
14995,4,9,6,7,4,7,7,8,4,7,6,11,3,8,4,7,0
14996,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
14997,6,9,9,7,5,3,9,3,7,11,11,11,3,8,3,5,0
14998,6,9,7,8,7,6,8,4,9,8,8,8,3,10,8,7,0
14999,6,11,6,8,3,4,13,9,2,10,6,3,1,10,4,8,0
15000,4,9,5,7,3,6,7,7,8,9,8,10,2,10,4,9,0
15001,12,15,10,8,5,5,3,4,5,4,7,6,6,6,2,7,0
15002,4,8,6,6,5,4,7,1,6,10,9,11,3,8,3,6,0
15003,5,8,6,6,5,7,8,4,7,7,6,8,7,8,3,7,0
15004,4,9,6,7,4,5,8,3,9,10,8,10,2,8,4,6,0
15005,6,15,4,8,3,11,5,4,5,12,2,7,3,8,5,10,0
15006,4,6,4,4,2,3,12,4,3,11,11,7,2,10,1,7,0
15007,5,9,7,7,5,8,11,3,2,5,10,9,5,10,5,8,0
15008,4,9,6,7,3,6,8,6,7,7,10,9,3,9,1,8,0
15009,4,8,5,6,4,7,7,7,7,7,6,4,3,8,3,7,0
15010,7,9,8,7,3,3,10,6,7,13,11,8,3,9,1,7,0
15011,5,10,7,8,3,9,6,9,8,7,5,10,3,8,4,8,0
15012,3,5,5,3,3,8,10,3,4,12,4,2,1,10,3,8,0
15013,4,10,5,8,5,7,7,6,7,7,7,5,6,8,3,7,0
15014,3,11,5,8,5,8,7,1,6,11,5,9,1,6,1,6,0
15015,4,5,5,8,3,8,7,8,7,6,7,8,2,7,6,11,0
15016,5,5,6,7,3,8,7,8,8,6,7,9,3,8,4,8,0
15017,3,4,5,6,4,10,7,5,5,8,3,7,3,6,6,7,0
15018,5,7,6,5,6,5,6,4,4,7,7,9,5,10,4,8,0
15019,7,10,9,8,6,10,6,3,6,10,3,7,5,6,5,9,0
15020,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
15021,3,3,3,5,2,5,7,10,7,7,6,5,3,8,3,8,0
15022,6,8,9,10,9,7,5,4,3,6,4,7,7,7,10,9,0
15023,5,10,5,5,3,11,2,4,1,11,4,11,4,3,4,10,1
15024,3,4,4,3,2,7,7,7,7,7,6,5,2,8,3,7,0
15025,3,6,4,4,4,8,7,6,6,7,6,8,3,8,3,8,0
15026,4,9,5,6,5,7,8,5,5,8,5,8,3,6,6,9,0
15027,2,1,3,2,2,7,7,7,4,7,6,8,2,8,2,8,0
15028,7,10,7,8,5,7,7,8,6,10,7,9,3,8,4,7,0
15029,4,9,4,6,3,3,7,6,11,7,6,15,0,8,7,7,0
15030,4,11,5,8,2,1,12,5,4,11,10,7,0,8,3,6,0
15031,2,0,2,1,0,8,15,2,4,6,10,8,0,8,0,8,0
15032,4,6,5,4,5,7,6,6,7,6,6,6,2,9,6,10,0
15033,2,5,3,3,2,6,7,6,6,6,6,11,2,9,4,9,0
15034,3,3,3,4,1,1,14,5,3,12,10,5,0,8,2,6,0
15035,9,15,8,8,6,12,4,3,6,10,4,7,4,9,6,12,0
15036,6,9,5,5,3,8,3,3,2,7,4,12,5,5,4,7,1
15037,4,9,4,7,3,6,7,9,7,7,6,7,2,8,9,10,0
15038,3,3,4,4,3,8,8,6,3,5,7,10,3,8,5,9,0
15039,1,1,2,1,0,7,14,1,4,7,10,8,0,8,0,8,0
15040,3,7,5,5,3,6,3,2,2,4,2,7,2,5,2,6,1
15041,4,10,5,8,6,8,5,11,1,6,8,8,8,5,1,5,0
15042,4,6,5,4,6,8,6,4,2,8,7,9,7,9,4,8,0
15043,4,7,5,5,5,7,7,5,8,6,5,9,3,8,6,9,0
15044,7,11,10,8,9,9,7,3,6,10,4,7,5,6,4,9,0
15045,2,4,3,5,2,8,7,5,2,8,7,9,2,10,3,9,0
15046,5,9,4,5,3,7,9,4,3,8,6,5,3,10,9,7,0
15047,2,3,4,2,2,6,9,3,6,10,7,8,3,8,3,8,0
15048,4,6,4,4,2,7,5,14,1,7,9,8,3,9,0,8,0
15049,6,9,9,6,7,9,6,2,5,9,5,7,8,6,2,8,0
15050,6,10,8,8,9,7,8,6,2,7,6,7,10,9,6,10,0
15051,2,3,3,5,1,11,2,10,3,13,8,14,1,6,0,8,0
15052,5,10,6,7,3,7,7,4,15,9,6,8,0,8,8,8,0
15053,4,8,6,6,4,6,10,3,7,10,9,5,2,10,4,5,0
15054,5,10,7,8,7,8,7,7,6,6,6,5,2,8,7,9,0
15055,6,10,6,6,2,6,9,3,8,13,6,5,2,9,4,5,0
15056,3,7,4,4,1,8,15,1,5,6,11,9,0,8,0,8,0
15057,4,8,4,6,3,7,7,8,5,9,7,10,3,8,3,7,0
15058,5,10,6,8,4,6,6,2,7,7,6,10,0,9,4,8,0
15059,3,6,3,4,2,6,8,9,8,8,7,6,3,8,3,8,0
15060,4,6,5,4,4,8,7,5,5,10,5,5,3,8,3,8,0
15061,2,3,3,3,2,8,8,6,2,5,7,10,2,9,5,10,0
15062,6,10,6,7,6,3,11,2,2,10,9,8,6,11,2,7,0
15063,4,9,6,7,6,8,9,8,5,6,5,8,3,6,7,5,1
15064,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,0
15065,4,5,5,8,4,7,7,12,2,7,9,8,8,6,0,8,0
15066,4,9,6,6,6,5,7,3,6,8,7,11,7,11,6,7,0
15067,4,8,5,6,4,8,7,8,5,7,7,9,3,8,3,8,0
15068,4,8,5,6,3,9,8,2,8,7,6,5,0,8,4,7,0
15069,4,8,5,9,5,8,7,7,3,8,7,10,3,9,6,8,0
15070,4,6,4,4,2,6,7,6,6,9,8,10,2,8,4,9,0
15071,2,3,3,4,2,8,8,5,2,8,8,10,2,9,4,8,0
15072,4,11,5,8,2,5,7,7,10,7,7,13,1,8,4,9,0
15073,2,4,3,3,2,8,8,6,6,7,5,7,3,8,3,7,0
15074,1,0,1,0,0,6,10,6,1,7,5,8,1,7,4,10,0
15075,2,5,3,4,2,7,8,5,9,6,6,9,2,9,7,8,0
15076,3,6,6,4,3,7,5,2,3,6,2,6,2,6,3,5,1
15077,3,6,4,4,4,7,7,4,7,7,6,6,3,8,3,7,0
15078,3,10,5,7,1,7,10,2,2,7,13,8,1,11,0,8,0
15079,7,11,5,6,3,10,0,2,2,10,4,12,3,4,3,8,1
15080,6,11,8,9,6,8,9,3,5,13,5,3,1,10,3,8,0
15081,2,4,4,3,2,7,8,2,9,11,6,8,1,9,5,8,0
15082,3,5,4,3,2,7,7,7,5,9,7,8,2,8,3,8,0
15083,2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8,0
15084,4,8,6,6,6,7,7,3,7,7,6,6,6,8,4,9,0
15085,3,8,4,6,3,9,6,2,6,12,3,8,1,6,2,6,0
15086,3,7,5,5,3,9,9,2,6,13,5,4,1,10,3,9,0
15087,4,10,5,8,3,7,7,4,4,7,6,8,3,8,4,8,0
15088,2,5,4,3,2,6,7,2,8,11,7,9,2,8,4,8,0
15089,2,5,3,4,1,7,3,1,7,8,2,10,0,7,2,8,0
15090,3,6,4,4,2,7,7,5,8,5,6,9,0,9,9,8,0
15091,3,2,5,4,4,8,7,6,6,7,6,7,3,8,3,7,0
15092,5,10,7,9,8,7,7,5,3,7,7,9,6,10,10,12,0
15093,4,5,5,8,3,3,7,6,11,7,6,15,0,8,7,7,0
15094,3,7,4,5,3,6,8,6,6,6,9,9,3,9,0,8,0
15095,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
15096,3,2,4,3,4,7,7,5,5,7,6,6,2,8,6,9,0
15097,2,3,3,4,1,8,13,0,6,6,11,8,0,8,0,8,0
15098,2,4,4,3,3,9,7,2,6,11,5,6,2,8,4,9,0
15099,4,7,6,7,3,8,8,7,6,5,7,8,3,8,5,9,0
15100,4,8,6,6,2,4,10,2,8,10,13,9,1,11,2,7,0
15101,5,9,7,7,9,8,9,5,3,7,6,6,9,8,9,7,0
15102,1,4,3,3,1,7,3,1,7,8,2,10,0,7,2,8,0
15103,2,3,2,1,2,7,7,5,5,7,6,6,1,8,5,9,0
15104,4,6,6,4,5,8,7,7,3,8,5,7,4,7,7,10,0
15105,2,4,3,5,3,8,9,6,2,5,8,10,3,9,5,10,0
15106,2,3,3,2,1,8,7,3,8,6,6,8,2,8,5,8,0
15107,3,6,4,4,2,7,7,11,1,7,9,8,8,6,0,8,0
15108,4,6,6,7,5,8,8,5,6,7,6,8,3,8,8,7,0
15109,4,6,5,4,6,7,9,5,2,7,7,8,8,9,4,9,0
15110,6,10,5,6,3,8,6,4,5,10,5,8,6,7,7,10,0
15111,5,9,7,8,9,7,6,5,4,6,5,8,7,10,7,9,0
15112,2,4,3,3,2,8,7,5,9,6,6,7,2,8,7,8,0
15113,6,10,8,8,6,5,6,1,7,10,8,10,3,8,4,8,0
15114,4,8,6,6,6,7,7,2,4,9,7,8,7,6,2,8,0
15115,3,5,4,4,3,8,9,4,5,6,6,9,3,8,7,10,0
15116,5,8,7,6,5,8,7,6,6,8,6,8,3,8,6,11,0
15117,2,1,3,2,2,7,6,6,5,6,6,10,2,9,4,9,0
15118,4,9,6,7,4,7,7,4,9,6,6,8,3,8,7,8,0
15119,5,9,8,7,5,7,9,2,4,10,5,6,5,9,1,7,0
15120,1,3,3,1,1,7,9,4,3,11,5,4,1,9,2,8,0
15121,6,9,5,4,2,8,3,3,4,11,4,13,2,6,6,8,0
15122,4,6,6,8,4,11,4,3,5,10,2,8,2,7,5,11,0
15123,5,8,7,6,5,8,7,2,9,11,5,8,1,7,6,8,0
15124,3,7,4,5,3,8,7,7,6,8,6,8,2,8,9,8,0
15125,3,4,5,3,2,7,9,2,6,13,6,5,1,9,2,7,0
15126,3,2,5,3,2,5,10,1,7,9,12,9,1,11,2,7,0
15127,3,7,3,5,1,0,1,6,6,0,0,6,0,8,0,8,0
15128,5,11,7,8,6,7,7,2,7,11,7,9,3,8,4,8,0
15129,3,6,5,4,5,7,8,3,5,6,7,10,5,11,5,6,0
15130,3,7,5,5,3,4,8,1,7,10,11,9,2,9,3,5,0
15131,7,12,6,6,5,11,4,4,6,10,4,7,3,9,7,12,0
15132,8,13,6,8,3,9,3,4,5,9,2,9,4,6,5,9,0
15133,7,11,9,8,7,7,7,5,6,7,6,8,7,8,3,7,0
15134,5,9,6,7,3,7,7,4,15,9,6,8,0,8,8,8,0
15135,4,6,4,8,5,8,10,5,1,5,8,11,2,10,5,10,0
15136,7,11,11,8,15,9,7,3,3,8,5,7,12,4,5,5,0
15137,3,6,4,4,2,8,6,12,1,5,9,8,7,6,0,8,0
15138,4,7,5,5,3,6,10,3,5,13,7,5,2,10,2,8,0
15139,2,3,2,4,1,3,8,6,10,7,5,15,0,8,6,8,0
15140,3,6,4,4,4,8,7,6,2,6,8,9,5,8,3,7,0
15141,4,2,6,3,3,7,11,2,2,6,9,8,7,11,0,8,0
15142,3,7,5,6,6,7,7,5,4,7,6,8,6,9,7,7,0
15143,2,9,4,6,2,6,5,3,1,6,0,8,2,7,2,7,1
15144,6,9,6,7,3,4,11,3,4,9,11,7,2,10,1,8,0
15145,4,9,5,7,4,7,4,1,7,8,2,9,1,6,2,8,0
15146,4,6,5,4,2,6,12,3,7,12,9,4,2,11,2,4,0
15147,1,3,3,2,1,7,7,2,9,11,6,8,1,8,5,7,0
15148,4,7,6,8,5,9,9,5,4,6,6,9,3,7,8,6,0
15149,4,10,6,7,4,5,11,7,4,10,7,3,1,10,4,7,0
15150,4,1,5,2,3,7,6,7,4,7,7,10,7,6,2,8,0
15151,4,9,6,7,4,8,10,1,8,6,11,7,0,10,1,7,0
15152,4,10,5,7,4,7,7,7,6,6,5,8,1,7,6,11,0
15153,4,6,6,4,4,10,6,1,7,11,4,8,3,8,4,11,0
15154,3,7,4,5,3,7,7,7,6,6,5,9,1,8,5,11,0
15155,3,9,4,6,4,7,6,7,6,6,5,8,1,7,6,11,0
15156,4,8,6,6,7,7,7,4,1,8,7,9,7,10,4,7,0
15157,2,1,3,2,2,6,9,3,5,10,9,5,4,10,3,7,0
15158,4,6,6,4,5,8,8,5,4,7,6,7,7,6,6,11,0
15159,3,11,4,8,2,6,8,0,8,13,7,8,0,8,1,7,0
15160,2,2,3,3,2,8,8,5,2,7,7,10,2,9,4,9,0
15161,6,10,5,5,3,4,4,4,5,4,7,7,4,6,2,8,0
15162,4,5,5,5,5,9,7,2,4,8,5,7,3,8,7,8,0
15163,3,5,5,5,4,7,10,5,2,7,7,8,6,11,7,8,0
15164,8,10,11,8,8,7,7,1,7,10,5,9,5,7,4,7,0
15165,1,3,2,1,0,8,7,2,4,14,6,9,0,7,0,7,0
15166,3,8,5,6,4,6,7,5,6,6,5,7,3,7,5,8,0
15167,4,11,6,8,2,7,6,3,1,7,0,8,3,7,1,8,1
15168,5,8,7,7,7,7,10,5,2,7,7,8,6,11,6,8,0
15169,8,8,7,12,5,6,5,6,5,6,11,7,5,10,4,7,0
15170,2,5,3,3,2,6,7,5,5,10,7,10,2,9,4,9,0
15171,5,11,5,8,7,7,5,11,1,8,8,8,9,5,2,10,0
15172,4,11,6,8,7,8,7,5,6,7,7,4,3,8,3,6,0
15173,9,8,8,12,5,10,11,1,4,7,10,5,4,10,5,10,0
15174,4,9,5,7,4,4,5,3,9,3,1,9,0,7,2,6,0
15175,4,10,7,7,2,7,7,3,0,6,0,8,2,7,2,8,1
15176,3,7,4,5,2,6,12,8,4,7,2,9,3,7,5,10,0
15177,5,7,6,5,5,8,5,7,6,5,8,8,3,9,9,5,0
15178,4,8,5,6,2,8,7,5,8,5,6,8,0,8,9,8,0
15179,5,8,7,6,4,7,8,8,6,4,7,13,5,8,4,8,0
15180,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8,0
15181,3,5,4,4,4,8,7,5,6,7,6,6,5,8,5,9,0
15182,4,9,5,6,5,6,10,6,4,8,6,8,2,10,7,10,0
15183,6,9,8,7,6,10,7,3,6,11,3,7,5,6,5,10,0
15184,4,6,6,8,6,8,12,4,2,8,7,6,3,11,7,5,0
15185,2,4,4,3,3,9,6,4,6,10,4,6,2,8,3,8,0
15186,6,9,7,6,4,9,7,4,8,11,5,8,2,8,5,9,0
15187,3,5,5,4,2,7,2,1,2,6,2,8,3,5,3,7,1
15188,2,7,3,4,2,5,10,8,4,7,4,9,3,7,5,11,0
15189,3,2,4,4,2,5,10,4,4,10,8,4,1,10,3,6,0
15190,4,8,4,6,2,5,8,10,8,8,7,5,3,8,4,8,0
15191,8,10,8,8,4,6,13,5,6,12,8,2,2,12,2,4,0
15192,2,3,2,2,1,4,3,4,6,2,2,5,0,7,0,6,0
15193,5,10,5,6,4,9,6,3,5,8,5,7,6,9,5,8,0
15194,6,9,6,7,3,4,9,2,8,10,11,6,2,10,4,3,0
15195,3,5,5,4,2,5,10,2,6,13,7,5,1,9,2,7,0
15196,2,5,4,4,2,7,10,1,6,7,11,8,1,11,2,8,0
15197,4,4,4,6,2,1,14,5,3,12,9,5,0,8,3,6,0
15198,5,8,6,6,5,7,7,7,5,4,7,9,3,6,5,8,0
15199,5,7,5,5,2,4,8,6,8,9,9,9,3,9,2,4,0
15200,4,7,5,6,2,8,7,8,6,6,7,8,3,8,5,9,0
15201,8,12,7,6,6,8,7,5,5,9,7,8,7,8,9,7,0
15202,2,3,3,4,3,8,7,7,3,6,7,9,2,8,5,9,0
15203,3,7,5,5,3,8,7,2,9,11,5,8,1,7,6,8,0
15204,3,7,5,5,5,7,8,4,5,7,7,9,5,9,5,7,0
15205,3,9,4,6,2,8,9,6,10,5,5,5,0,7,9,7,0
15206,6,8,7,6,3,4,8,7,8,9,9,9,3,9,3,5,0
15207,4,8,4,6,3,6,7,10,9,7,6,6,3,8,4,8,0
15208,3,8,5,6,4,7,7,3,8,6,7,10,3,7,7,8,0
15209,4,9,6,7,6,7,9,5,6,8,4,8,3,6,5,11,0
15210,6,10,7,7,5,3,8,5,7,9,8,10,5,8,3,4,0
15211,4,9,5,7,5,5,7,9,6,6,6,6,2,8,3,8,0
15212,6,8,6,6,3,5,8,6,8,13,9,9,2,11,2,7,0
15213,4,9,4,7,4,7,8,13,1,7,5,8,3,8,0,8,0
15214,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
15215,4,9,5,7,4,9,4,1,7,9,2,10,1,6,3,9,0
15216,3,4,5,6,6,9,7,5,3,7,7,7,6,9,6,4,0
15217,4,8,7,6,4,6,7,1,8,10,8,9,3,8,3,7,0
15218,3,8,3,6,1,0,1,6,6,0,0,6,0,8,0,8,0
15219,2,8,5,6,5,11,6,1,6,9,4,5,1,7,5,8,0
15220,4,5,5,4,3,7,7,6,7,9,6,11,2,10,5,9,0
15221,8,11,9,8,6,7,9,2,9,10,9,5,2,9,5,5,0
15222,3,5,5,4,3,5,8,3,9,11,8,10,2,8,4,7,0
15223,2,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10,0
15224,4,7,5,5,4,8,6,10,0,6,8,8,7,5,0,8,0
15225,6,10,8,7,9,8,8,5,6,6,7,9,8,7,9,5,0
15226,4,8,6,6,3,7,7,1,8,10,6,8,3,8,4,7,0
15227,3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7,0
15228,4,7,5,5,3,5,8,7,7,8,8,14,2,9,4,10,0
15229,5,8,6,6,2,7,4,13,6,8,15,8,3,9,0,8,0
15230,7,9,10,6,7,5,6,3,5,9,10,10,8,5,2,7,0
15231,3,1,4,3,2,7,7,7,5,7,6,8,2,8,3,8,0
15232,2,9,2,6,2,13,4,5,4,13,2,9,0,7,0,8,0
15233,3,4,4,3,3,6,10,4,2,8,7,7,6,12,1,6,0
15234,2,7,4,5,2,8,4,2,1,7,1,8,2,6,1,8,1
15235,1,0,1,0,0,7,7,5,7,7,6,13,0,8,4,10,0
15236,2,7,3,5,2,8,6,0,7,13,6,9,0,8,1,8,0
15237,8,15,7,8,6,10,5,4,7,10,4,7,6,7,9,8,0
15238,2,3,3,2,2,7,7,6,4,9,6,8,2,8,2,8,0
15239,6,10,9,8,11,9,7,4,5,6,7,7,9,7,6,6,0
15240,4,11,7,8,4,12,4,3,3,9,1,9,3,8,3,9,1
15241,2,5,4,3,2,7,8,2,4,10,5,6,5,9,0,7,0
15242,2,8,3,6,2,14,4,4,4,13,2,9,0,7,0,8,0
15243,4,5,5,8,2,8,6,9,8,6,6,12,2,8,5,10,0
15244,4,11,6,8,8,7,5,5,2,8,7,8,6,9,5,8,0
15245,3,11,5,8,4,11,4,2,3,9,2,9,3,7,3,7,1
15246,4,10,6,8,5,8,7,7,7,9,4,5,3,8,4,9,0
15247,3,8,4,6,2,5,7,10,8,6,5,5,3,8,4,8,0
15248,3,8,4,6,3,8,4,1,7,9,2,10,1,6,3,9,0
15249,6,11,6,6,4,12,3,5,2,11,3,10,6,4,4,10,1
15250,3,7,4,6,2,8,6,9,6,6,4,8,3,8,4,8,0
15251,2,5,3,3,2,9,6,3,5,10,4,7,3,7,2,8,0
15252,4,7,7,6,7,7,7,3,3,7,5,8,6,8,6,6,0
15253,3,6,4,4,4,6,7,5,7,7,6,9,3,8,5,10,0
15254,3,3,5,5,2,8,6,8,8,7,4,8,3,8,4,8,0
15255,3,2,5,3,3,8,11,3,2,6,9,8,7,11,1,7,0
15256,2,1,3,1,0,8,15,2,4,6,10,8,0,8,0,8,0
15257,3,6,4,4,3,8,7,5,10,7,5,8,2,9,8,8,0
15258,6,8,7,6,4,7,8,4,8,10,7,7,2,9,5,7,0
15259,2,5,3,3,2,6,7,5,5,9,7,10,2,9,4,9,0
15260,4,4,5,6,3,5,12,8,4,7,3,9,3,7,6,11,0
15261,1,1,2,1,1,7,8,11,1,7,5,8,3,8,0,8,0
15262,5,9,7,7,7,8,10,7,4,6,6,11,5,8,8,9,0
15263,4,6,6,4,5,8,5,6,5,8,7,8,5,8,4,6,0
15264,3,7,3,5,3,3,8,4,8,7,6,13,0,8,6,9,0
15265,6,9,9,6,5,9,6,2,7,10,3,8,6,8,6,10,0
15266,4,4,4,6,3,6,7,9,7,7,6,7,2,8,9,10,0
15267,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
15268,4,5,6,4,3,4,8,2,8,10,10,11,4,7,3,6,0
15269,3,6,4,4,6,8,8,5,4,7,6,6,3,7,8,5,0
15270,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8,0
15271,3,7,4,5,3,7,7,13,1,7,7,8,3,8,0,8,0
15272,3,6,5,4,3,6,4,0,8,8,3,11,0,8,2,8,0
15273,3,10,4,8,2,3,8,6,11,7,5,15,0,8,7,7,0
15274,5,11,8,8,8,5,11,2,2,7,8,8,7,12,1,8,0
15275,3,5,5,4,2,8,7,3,8,11,5,7,1,9,5,8,0
15276,2,6,3,4,3,7,7,11,1,6,6,8,5,9,0,8,0
